district_name_x,district_code,total_#_of_classes,average_class_size,number_of_students,african_american_%,asian_%,hispanic_%,white_%,native_american_%,"native_hawaiian,_pacific_islander_%","multi-race,_non-hispanic_%",district_name_y,tests_taken_x,score=1,score=2,score=3,score=4,score=5,%_score_1-2,%_score_3-5,district_name_x,tests_takers,tests_taken_y,one_test,two_tests,three_tests,four_tests,five_or_more_tests,district_name_y,high_school_graduates_(#),attending_coll./univ._(#),attending_coll./univ._(%),private_two-year_(%),private_four-year_(%),public_two-year_(%),public_four-year_(%),ma_community_college_(%),ma_state_university_(%),univ.of_mass._(%),district_name_x,tests_taken,reading_/_writing,writing,math,district_name_y,#_in_cohort,%_graduated,%_still_in_school,%_non-grad_completers,%_h.s._equiv.,%_dropped_out,%_permanently_excluded
Pioneer Charter School of Science (District),4940000,     344,19.2,        801,24.6,6.4,28.8,36.2,1.5,0.0,2.5,Pioneer Charter School of Science (District),     149,      47,      40,      37,      19,       6,58.4,41.6,Pioneer Charter School of Science (District),      75,     149,      23,      31,      20,       1,       0,Pioneer Charter School of Science (District),47.0,37.0,78.7,0.0,37.8,10.8,51.4,10.8,5.4,43.2,Pioneer Charter School of Science (District),      13,580.0,,608.0,Pioneer Charter School of Science (District),        50,94.0,6.0,0.0,0.0,0.0,0.0
Pioneer Charter School of Science II (PCSS-II) (District),35060000,     155,18.4,        360,36.4,13.1,25.6,22.2,0.6,0.0,2.2,Pioneer Charter School of Science II (PCSS-II) (District),     166,      37,      38,      47,      31,      13,45.2,54.8,Pioneer Charter School of Science II (PCSS-II) (District),      87,     166,      38,      29,      10,      10,       0,Pioneer Charter School of Science II (PCSS-II) (District),45.0,33.0,73.3,0.0,36.4,27.3,36.4,27.3,3.0,30.3,Pioneer Charter School of Science II (PCSS-II) (District),      26,548.0,,612.0,Pioneer Charter School of Science II (PCSS-II) (District),        45,100.0,0.0,0.0,0.0,0.0,0.0
Pioneer Valley,7500000,     406,12.1,        631,0.6,0.6,1.9,92.1,0.2,0.5,4.1,Pioneer Valley,      61,      19,      25,       9,       8,       0,72.1,27.9,Pioneer Valley,      35,      61,      17,      10,       8,       0,       0,Pioneer Valley,40.0,31.0,77.5,0.0,41.9,16.1,41.9,16.1,12.9,9.7,Pioneer Valley,      42,539.0,,507.0,Pioneer Valley,        40,97.5,0.0,2.5,0.0,0.0,0.0
Pioneer Valley Chinese Immersion Charter (District),4970000,     308,17.5,        558,10.4,19.5,8.6,48.2,0.0,0.2,13.1,,,,,,,,,,,,,,,,,,Pioneer Valley Chinese Immersion Charter (District),8.0,,,,,,,,,,Pioneer Valley Chinese Immersion Charter (District),      57,624.0,,606.0,Pioneer Valley Chinese Immersion Charter (District),         8,100.0,0.0,0.0,0.0,0.0,0.0
Pioneer Valley Performing Arts Charter Public (District),4790000,     298,13.9,        403,8.2,1.0,20.4,63.0,0.0,0.3,7.2,Pioneer Valley Performing Arts Charter Public (District),       7,,,,,,,,Pioneer Valley Performing Arts Charter Public (District),       5,,,,,,,Pioneer Valley Performing Arts Charter Public (District),61.0,38.0,62.3,0.0,60.5,21.1,18.4,13.2,2.6,7.9,Pioneer Valley Performing Arts Charter Public (District),      14,621.0,,556.0,Pioneer Valley Performing Arts Charter Public (District),        61,96.7,1.6,0.0,0.0,1.6,0.0
Pittsfield,2360000,"   2,269",14.0,"      4,967",11.8,1.3,16.5,60.4,0.3,0.0,9.6,Pittsfield,     490,     134,     155,     142,      42,      17,59.0,41.0,Pittsfield,     295,     490,     154,      91,      46,       4,       0,Pittsfield,343.0,197.0,57.4,1.0,32.0,44.2,22.8,42.6,5.6,10.7,Pittsfield,     143,533.0,,516.0,Pittsfield,       396,83.6,5.6,0.0,2.5,8.3,0.0
Plainville,2380000,     124,19.2,        632,5.5,3.3,7.9,79.6,0.0,0.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth,2390000,"   5,125",15.3,"      7,102",2.1,1.0,6.8,85.0,0.2,0.0,4.9,Plymouth,     994,     123,     270,     314,     194,      93,39.5,60.5,Plymouth,     469,     994,     176,     137,     108,      29,      19,Plymouth,569.0,365.0,64.1,0.0,36.2,19.5,44.4,19.5,17.3,14.5,Plymouth,     691,528.0,,521.0,Plymouth,       592,93.9,2.2,0.3,0.2,3.4,0.0
Plympton,2400000,     111,14.7,        220,0.0,0.0,2.3,96.8,0.5,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Hill Academy Charter (District),4870000,     445,18.3,"      1,105",57.0,7.2,21.0,10.8,0.0,0.2,3.9,Prospect Hill Academy Charter (District),      70,      23,      30,      13,       4,       0,75.7,24.3,Prospect Hill Academy Charter (District),      48,      70,      34,       8,       5,       0,       1,Prospect Hill Academy Charter (District),59.0,53.0,89.8,0.0,43.4,20.8,35.8,20.8,11.3,24.5,Prospect Hill Academy Charter (District),      38,510.0,,507.0,Prospect Hill Academy Charter (District),        64,90.6,4.7,0.0,0.0,4.7,0.0
Provincetown,2420000,      52,11.3,        147,23.8,0.7,14.3,52.4,0.0,0.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quabbin,7530000,"   1,258",14.4,"      2,116",1.1,1.3,6.1,89.2,0.1,0.1,2.1,Quabbin,     164,      33,      58,      36,      21,      16,55.5,44.5,Quabbin,     107,     164,      63,      33,       9,       2,       0,Quabbin,141.0,100.0,70.9,0.0,42.0,17.0,41.0,16.0,17.0,9.0,Quabbin,      50,569.0,,577.0,Quabbin,       154,89.0,4.5,0.0,1.3,5.2,0.0
Quaboag Regional,7780000,     597,14.7,"      1,128",0.8,0.4,6.8,87.9,0.1,0.0,4.1,Quaboag Regional,     199,      30,      68,      59,      28,      14,49.2,50.8,Quaboag Regional,     126,     199,      75,      30,      20,       1,       0,Quaboag Regional,65.0,37.0,56.9,0.0,54.1,10.8,35.1,10.8,10.8,10.8,Quaboag Regional,      18,583.0,,552.0,Quaboag Regional,        67,92.5,3.0,1.5,1.5,1.5,0.0
Quincy,2430000,"   6,287",12.7,"      9,515",7.3,40.3,8.5,39.7,0.2,0.3,3.7,Quincy,     570,      37,      87,     169,     165,     112,21.8,78.2,Quincy,     305,     570,     148,      81,      52,      17,       7,Quincy,647.0,433.0,66.9,0.0,32.1,12.5,55.4,12.2,13.6,38.8,Quincy,     367,567.0,,578.0,Quincy,       677,93.2,4.0,1.0,0.1,1.6,0.0
Ralph C Mahar,7550000,     548,15.3,        622,1.8,1.6,7.9,84.6,0.2,0.0,4.0,Ralph C Mahar,      65,       8,      27,      19,       8,       3,53.8,46.2,Ralph C Mahar,      37,      65,      20,      10,       5,       1,       1,Ralph C Mahar,81.0,36.0,44.4,0.0,19.4,50.0,30.6,50.0,16.7,13.9,Ralph C Mahar,       1,,,,Ralph C Mahar,       104,79.8,9.6,1.9,0.0,8.7,0.0
Randolph,2440000,"   1,078",13.6,"      2,696",49.4,17.6,16.2,11.8,0.3,0.1,4.6,Randolph,     156,      49,      40,      39,      20,       8,57.1,42.9,Randolph,      93,     156,      50,      24,      18,       1,       0,Randolph,153.0,95.0,62.1,0.0,29.5,30.5,40.0,29.5,3.2,35.8,Randolph,      25,564.0,,580.0,Randolph,       187,75.9,12.3,3.2,1.1,7.5,0.0
Reading,2460000,"   1,760",16.7,"      3,980",2.6,5.5,3.3,86.1,0.1,0.0,2.5,Reading,     326,      21,      64,      93,      99,      49,26.1,73.9,Reading,     201,     326,     124,      49,      13,      12,       3,Reading,309.0,250.0,80.9,0.0,48.8,6.0,45.2,5.6,7.2,15.6,Reading,     470,581.0,,588.0,Reading,       314,96.8,3.2,0.0,0.0,0.0,0.0
Revere,2480000,"   4,140",15.6,"      7,294",3.6,4.4,58.5,31.5,0.3,0.0,1.8,Revere,     358,      72,     120,      82,      56,      28,53.6,46.4,Revere,     240,     358,     143,      78,      17,       2,       0,Revere,437.0,220.0,50.3,0.0,32.7,23.2,44.1,22.7,14.5,26.4,Revere,     308,516.0,,525.0,Revere,       550,74.5,12.2,2.7,0.4,10.0,0.2
Richmond,2490000,     113,14.7,        151,1.3,0.0,7.3,87.4,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rising Tide Charter Public (District),4830000,     303,20.0,        668,0.9,1.4,3.9,85.8,1.1,0.0,7.0,Rising Tide Charter Public (District),      25,       5,       8,       8,       1,       3,52.0,48.0,Rising Tide Charter Public (District),      16,      25,       9,       5,       2,       0,       0,Rising Tide Charter Public (District),67.0,59.0,88.1,0.0,59.3,15.3,25.4,15.3,13.6,5.1,Rising Tide Charter Public (District),      84,572.0,,550.0,Rising Tide Charter Public (District),        70,95.7,2.9,0.0,1.4,0.0,0.0
River Valley Charter (District),4820000,     146,11.7,        286,0.4,1.4,5.6,88.1,0.4,0.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester,2500000,     367,16.8,        493,0.2,0.0,2.6,92.9,0.0,0.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockland,2510000,"   1,446",14.4,"      2,211",6.3,1.3,17.6,70.2,0.0,0.0,4.6,Rockland,     117,      27,      51,      25,      12,       2,66.7,33.3,Rockland,      72,     117,      41,      18,      12,       1,       0,Rockland,157.0,106.0,67.5,0.0,33.0,22.6,43.4,21.7,19.8,13.2,Rockland,      86,526.0,,521.0,Rockland,       176,88.1,5.1,0.6,0.0,6.3,0.0
Rockport,2520000,     459,14.7,        770,0.7,1.8,3.6,90.4,0.0,0.1,3.4,Rockport,     147,      49,      41,      34,      19,       4,61.2,38.8,Rockport,      65,     147,      23,      15,      16,       9,       2,Rockport,75.0,50.0,66.7,0.0,48.0,6.0,46.0,6.0,10.0,12.0,Rockport,      29,603.0,,589.0,Rockport,        79,94.9,2.5,1.3,0.0,1.3,0.0
Rowe,2530000,      21,16.1,         63,0.0,0.0,4.8,81.0,0.0,0.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxbury Preparatory Charter (District),4840000,     335,29.9,"      1,589",56.2,0.6,40.4,1.3,0.2,0.1,1.2,Roxbury Preparatory Charter (District),     892,     633,     182,      65,      11,       1,91.4,8.6,Roxbury Preparatory Charter (District),     389,     892,     184,      53,      60,      45,      47,Roxbury Preparatory Charter (District),97.0,81.0,83.5,0.0,42.0,8.6,49.4,8.6,19.8,28.4,Roxbury Preparatory Charter (District),      29,416.0,,435.0,Roxbury Preparatory Charter (District),       106,85.8,7.5,0.0,0.0,6.6,0.0
Sabis International Charter (District),4410000,     446,27.0,"      1,565",28.4,3.7,45.2,17.2,0.0,0.0,5.4,Sabis International Charter (District),      71,      38,      18,      11,       2,       2,78.9,21.1,Sabis International Charter (District),      48,      71,      27,      19,       2,       0,       0,Sabis International Charter (District),91.0,60.0,65.9,0.0,50.0,28.3,21.7,26.7,3.3,15.0,Sabis International Charter (District),       6,,,,Sabis International Charter (District),        98,92.9,3.1,0.0,1.0,3.1,0.0
Salem,2580000,"   2,245",13.5,"      3,772",6.6,2.6,43.9,42.4,0.0,0.0,4.5,Salem,     132,      21,      37,      34,      21,      19,43.9,56.1,Salem,      59,     132,      28,      11,       9,       5,       6,Salem,219.0,110.0,50.2,0.9,27.3,21.8,50.0,20.9,33.6,9.1,Salem,      61,531.0,,511.0,Salem,       276,73.9,11.2,3.6,0.4,10.9,0.0
Salem Academy Charter (District),4850000,     250,19.0,        491,11.2,5.9,43.8,37.1,0.0,0.0,2.0,Salem Academy Charter (District),     241,      74,      77,      54,      25,      11,62.7,37.3,Salem Academy Charter (District),     110,     241,      42,      26,      25,      13,       4,Salem Academy Charter (District),62.0,52.0,83.9,0.0,38.5,9.6,51.9,9.6,21.2,26.9,Salem Academy Charter (District),      89,519.0,,497.0,Salem Academy Charter (District),        76,81.6,5.3,1.3,0.0,11.8,0.0
Sandwich,2610000,"   1,367",15.6,"      2,351",1.2,2.3,3.4,90.8,0.6,0.2,1.4,Sandwich,     290,      80,      84,      65,      40,      21,56.6,43.4,Sandwich,     174,     290,      81,      70,      23,       0,       0,Sandwich,170.0,127.0,74.7,0.0,33.9,22.8,43.3,22.8,13.4,14.2,Sandwich,      75,565.0,,559.0,Sandwich,       171,98.2,1.2,0.0,0.6,0.0,0.0
Saugus,2620000,"   1,099",17.0,"      2,425",5.4,5.5,22.8,62.5,0.8,0.4,2.6,Saugus,     178,      38,      50,      41,      35,      14,49.4,50.6,Saugus,     103,     178,      50,      35,      14,       4,       0,Saugus,162.0,102.0,63.0,0.0,36.3,15.7,48.0,15.7,15.7,22.5,Saugus,      56,532.0,,529.0,Saugus,       179,87.7,3.9,0.6,0.6,7.3,0.0
Savoy,2630000,      61,5.7,         45,2.2,0.0,2.2,95.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scituate,2640000,"   1,470",18.2,"      2,879",2.6,0.7,2.1,92.3,0.1,0.0,2.2,Scituate,     516,      62,     145,     153,     109,      47,40.1,59.9,Scituate,     256,     516,      99,      82,      52,      18,       5,Scituate,225.0,174.0,77.3,0.0,48.9,2.9,48.3,1.7,2.9,14.9,Scituate,     379,577.0,,552.0,Scituate,       231,95.7,3.5,0.4,0.0,0.4,0.0
Seekonk,2650000,     863,15.7,"      2,014",2.1,3.6,6.0,84.4,0.0,0.0,3.9,Seekonk,     281,      74,      54,      57,      61,      35,45.6,54.4,Seekonk,     149,     281,      64,      52,      23,       7,       3,Seekonk,141.0,108.0,76.6,0.0,25.0,26.9,48.1,25.0,5.6,21.3,Seekonk,     128,565.0,,546.0,Seekonk,       148,94.6,4.1,0.0,0.7,0.7,0.0
Sharon,2660000,"   1,529",19.0,"      3,520",5.1,30.0,5.9,52.6,0.1,0.1,6.2,Sharon,     670,      24,      56,     145,     205,     240,11.9,88.1,Sharon,     317,     670,     120,     111,      40,      29,      17,Sharon,263.0,222.0,84.4,0.0,51.4,2.7,45.9,2.3,4.5,19.8,Sharon,     312,651.0,,667.0,Sharon,       273,94.9,4.4,0.0,0.4,0.4,0.0
Shawsheen Valley Regional Vocational Technical,8710000,     717,16.3,"      1,302",0.9,0.8,5.8,90.5,0.4,0.0,1.6,Shawsheen Valley Regional Vocational Technical,       1,,,,,,,,Shawsheen Valley Regional Vocational Technical,       1,,,,,,,Shawsheen Valley Regional Vocational Technical,305.0,142.0,46.6,0.0,33.1,29.6,37.3,28.2,12.0,19.7,Shawsheen Valley Regional Vocational Technical,     185,523.0,,504.0,Shawsheen Valley Regional Vocational Technical,       309,97.1,2.6,0.0,0.0,0.3,0.0
Sherborn,2690000,     217,15.7,        391,3.1,8.4,4.6,77.5,0.0,0.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrewsbury,2710000,"   2,551",18.2,"      6,046",3.4,33.2,9.3,49.2,0.5,0.0,4.4,Shrewsbury,     852,      35,     105,     190,     260,     262,16.4,83.6,Shrewsbury,     393,     852,     136,     115,      93,      40,       9,Shrewsbury,492.0,407.0,82.7,0.0,42.3,12.3,45.5,12.0,11.5,20.4,Shrewsbury,     504,609.0,,630.0,Shrewsbury,       505,96.6,2.4,0.0,0.2,0.8,0.0
Shutesbury,2720000,      55,14.8,        116,1.7,0.9,10.3,82.8,0.9,0.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Lake,7600000,     814,18.9,"      1,729",1.3,1.0,2.6,93.6,0.4,0.0,1.2,Silver Lake,     389,      32,      83,     135,     103,      36,29.6,70.4,Silver Lake,     199,     389,      70,      84,      34,       6,       5,Silver Lake,284.0,191.0,67.3,0.0,41.9,12.6,45.5,11.5,13.1,15.7,Silver Lake,     202,587.0,,589.0,Silver Lake,       291,97.6,0.7,0.0,0.0,1.7,0.0
Sizer School: A North Central Charter Essential (District),4740000,     234,13.0,        370,7.0,1.4,25.4,63.0,0.5,0.0,2.7,Sizer School: A North Central Charter Essential (District),      27,       7,      18,       2,       0,       0,92.6,7.4,Sizer School: A North Central Charter Essential (District),      24,      27,      21,       3,       0,       0,       0,Sizer School: A North Central Charter Essential (District),44.0,24.0,54.5,0.0,45.8,8.3,45.8,8.3,33.3,8.3,Sizer School: A North Central Charter Essential (District),      18,563.0,,548.0,Sizer School: A North Central Charter Essential (District),        46,95.7,0.0,0.0,0.0,4.3,0.0
Somerset,2730000,     939,18.4,"      1,623",0.9,1.7,4.9,89.2,0.3,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerset Berkley Regional School District,7630000,     448,18.0,"      1,007",1.1,0.5,4.4,92.4,0.2,0.1,1.4,Somerset Berkley Regional School District,     461,      47,     105,     129,     113,      67,33.0,67.0,Somerset Berkley Regional School District,     228,     461,     100,      58,      43,      21,       6,Somerset Berkley Regional School District,252.0,199.0,79.0,0.0,31.2,23.6,45.2,23.1,11.6,27.1,Somerset Berkley Regional School District,     195,569.0,,568.0,Somerset Berkley Regional School District,       265,95.1,4.2,0.0,0.0,0.8,0.0
Somerville,2740000,"   2,366",12.3,"      4,624",8.9,6.2,41.1,39.2,0.1,0.2,4.4,Somerville,     458,     114,     134,     110,      66,      34,54.1,45.9,Somerville,     260,     458,     148,      55,      33,      19,       5,Somerville,319.0,162.0,50.8,0.0,39.5,21.6,38.9,21.0,4.9,30.2,Somerville,      90,580.0,,575.0,Somerville,       342,88.0,7.6,0.6,0.0,3.8,0.0
South Hadley,2780000,     697,17.4,"      1,788",1.8,2.0,16.0,77.4,0.1,0.0,2.8,South Hadley,     200,      31,      53,      67,      37,      12,42.0,58.0,South Hadley,     109,     200,      49,      35,      19,       6,       0,South Hadley,142.0,106.0,74.6,0.0,38.7,30.2,31.1,29.2,7.5,15.1,South Hadley,      86,554.0,,550.0,South Hadley,       147,95.9,2.0,0.0,0.0,2.0,0.0
South Middlesex Regional Vocational Technical,8290000,     761,12.6,        815,4.8,1.4,41.1,47.7,2.0,0.0,3.1,South Middlesex Regional Vocational Technical,      76,      18,      29,      16,      12,       1,61.8,38.2,South Middlesex Regional Vocational Technical,      44,      76,      22,      16,       3,       2,       1,South Middlesex Regional Vocational Technical,168.0,65.0,38.7,0.0,26.2,32.3,41.5,30.8,23.1,13.8,South Middlesex Regional Vocational Technical,      14,586.0,,587.0,South Middlesex Regional Vocational Technical,       173,96.0,1.2,0.0,0.6,2.3,0.0
South Shore Charter Public (District),4880000,     534,15.3,"      1,013",35.7,5.5,6.3,45.7,0.4,0.0,6.3,South Shore Charter Public (District),     118,      22,      50,      29,      13,       4,61.0,39.0,South Shore Charter Public (District),      81,     118,      51,      24,       5,       1,       0,South Shore Charter Public (District),71.0,52.0,73.2,0.0,40.4,9.6,50.0,9.6,25.0,15.4,South Shore Charter Public (District),     123,517.0,,489.0,South Shore Charter Public (District),        72,97.2,1.4,0.0,0.0,1.4,0.0
South Shore Regional Vocational Technical,8730000,     247,15.0,        637,1.7,1.1,4.6,91.2,0.3,0.0,1.1,South Shore Regional Vocational Technical,       3,,,,,,,,South Shore Regional Vocational Technical,       3,,,,,,,South Shore Regional Vocational Technical,142.0,42.0,29.6,0.0,21.4,31.0,47.6,31.0,23.8,19.0,South Shore Regional Vocational Technical,      17,528.0,,522.0,South Shore Regional Vocational Technical,       145,95.9,2.1,0.0,0.0,2.1,0.0
Southampton,2750000,     173,15.1,        460,0.2,1.5,7.2,87.6,0.0,0.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southborough,2760000,     501,14.9,"      1,243",1.7,20.0,5.7,67.4,0.2,0.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbridge,2770000,     895,15.7,"      1,886",1.8,1.3,62.5,32.1,0.2,0.2,2.0,Southbridge,      75,      33,      30,       8,       3,       1,84.0,16.0,Southbridge,      42,      75,      19,      14,       8,       1,       0,Southbridge,78.0,29.0,37.2,0.0,37.9,51.7,10.3,48.3,10.3,0.0,Southbridge,       6,,,,Southbridge,       126,59.5,15.1,10.3,0.8,14.3,0.0
Southeastern Regional Vocational Technical,8720000,"   1,408",8.2,"      1,527",35.7,1.7,14.0,42.9,0.0,0.0,5.7,Southeastern Regional Vocational Technical,      88,      27,      35,      19,       6,       1,70.5,29.5,Southeastern Regional Vocational Technical,      76,      88,      67,       6,       3,       0,       0,Southeastern Regional Vocational Technical,333.0,170.0,51.1,0.0,34.1,31.2,34.7,30.0,18.2,12.4,Southeastern Regional Vocational Technical,      22,515.0,,491.0,Southeastern Regional Vocational Technical,       339,97.6,1.5,0.0,0.0,0.9,0.0
Southern Berkshire,7650000,     470,12.1,        655,1.4,0.2,8.9,84.4,0.5,0.0,4.7,Southern Berkshire,      37,       9,       5,      10,      11,       2,37.8,62.2,Southern Berkshire,      26,      37,      15,      11,       0,       0,       0,Southern Berkshire,55.0,25.0,45.5,0.0,52.0,20.0,28.0,16.0,8.0,0.0,Southern Berkshire,      29,568.0,,525.0,Southern Berkshire,        63,88.9,3.2,0.0,3.2,4.8,0.0
Southern Worcester County Regional Vocational Technical,8760000,     993,13.5,"      1,168",0.9,0.7,11.4,85.0,0.1,0.0,1.9,Southern Worcester County Regional Vocational Technical,     170,      51,      62,      28,      22,       7,66.5,33.5,Southern Worcester County Regional Vocational Technical,     106,     170,      59,      32,      13,       2,       0,Southern Worcester County Regional Vocational Technical,248.0,107.0,43.1,0.0,36.4,26.2,37.4,24.3,22.4,9.3,Southern Worcester County Regional Vocational Technical,      86,537.0,,527.0,Southern Worcester County Regional Vocational Technical,       251,96.0,3.2,0.0,0.0,0.8,0.0
Southwick-Tolland-Granville Regional School District,7660000,     774,14.4,"      1,403",1.8,1.0,5.4,89.3,0.3,0.0,2.3,Southwick-Tolland-Granville Regional School District,      91,      26,      20,      27,      13,       5,50.5,49.5,Southwick-Tolland-Granville Regional School District,      67,      91,      46,      18,       3,       0,       0,Southwick-Tolland-Granville Regional School District,114.0,76.0,66.7,0.0,34.2,22.4,43.4,22.4,25.0,5.3,Southwick-Tolland-Granville Regional School District,      40,542.0,,540.0,Southwick-Tolland-Granville Regional School District,       116,96.6,0.0,0.0,0.0,3.4,0.0
Spencer-E Brookfield,7670000,     469,15.5,"      1,353",2.7,1.3,16.3,75.5,0.2,0.0,3.9,Spencer-E Brookfield,      48,       7,      13,      19,       7,       2,41.7,58.3,Spencer-E Brookfield,      20,      48,       2,      10,       6,       2,       0,Spencer-E Brookfield,61.0,35.0,57.4,0.0,25.7,31.4,42.9,31.4,28.6,5.7,Spencer-E Brookfield,       8,,,,Spencer-E Brookfield,        71,78.9,15.5,0.0,0.0,5.6,0.0
Springfield,2810000,"  21,372",11.5,"     24,098",18.6,2.1,68.0,9.0,0.1,0.0,2.2,Springfield,     975,     506,     262,     139,      57,      11,78.8,21.2,Springfield,     561,     975,     299,     152,      77,      24,       9,Springfield,1436.0,509.0,35.4,0.0,34.4,45.0,20.6,43.6,8.3,8.1,Springfield,     579,471.0,,467.0,Springfield,"     1,801",77.0,9.1,0.5,0.8,12.5,0.0
Springfield Preparatory Charter School (District),35100000,      87,32.5,        374,17.4,2.4,69.0,9.4,0.0,0.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoneham,2840000,"   1,483",13.4,"      2,288",2.2,5.8,10.0,77.8,0.3,0.0,3.9,Stoneham,     213,      20,      51,      71,      56,      15,33.3,66.7,Stoneham,     124,     213,      68,      36,      12,       6,       2,Stoneham,181.0,138.0,76.2,0.0,44.9,10.9,43.5,10.9,12.3,15.9,Stoneham,      83,549.0,,554.0,Stoneham,       185,95.7,2.7,0.0,0.5,1.1,0.0
Stoughton,2850000,"   1,941",16.0,"      3,436",25.0,6.1,14.7,48.0,0.2,0.3,5.8,Stoughton,     242,      75,      66,      65,      32,       4,58.3,41.7,Stoughton,     123,     242,      51,      37,      23,      12,       0,Stoughton,264.0,167.0,63.3,0.0,34.1,15.0,50.9,15.0,19.2,21.0,Stoughton,      76,554.0,,555.0,Stoughton,       277,92.4,4.7,0.4,0.0,2.5,0.0
Sturbridge,2870000,     295,17.7,        809,1.0,1.5,7.3,84.8,0.3,0.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturgis Charter Public (District),4890000,     453,14.1,        853,2.5,2.9,4.9,86.5,0.4,0.1,2.7,,,,,,,,,,,,,,,,,,Sturgis Charter Public (District),192.0,164.0,85.4,0.0,40.2,16.5,43.3,15.9,7.3,17.7,Sturgis Charter Public (District),      98,587.0,,572.0,Sturgis Charter Public (District),       194,97.9,0.0,0.0,0.0,2.1,0.0
Sudbury,2880000,"   1,918",15.2,"      2,547",2.9,9.8,5.5,73.8,0.0,0.2,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunderland,2890000,     153,13.3,        190,4.7,6.3,11.6,69.0,0.0,0.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutton,2900000,     463,17.4,"      1,258",1.1,1.4,4.0,89.7,0.0,0.1,3.7,Sutton,     208,      26,      68,      60,      39,      15,45.2,54.8,Sutton,     131,     208,      75,      36,      19,       1,       0,Sutton,102.0,89.0,87.3,0.0,40.4,3.4,56.2,3.4,14.6,21.3,Sutton,      97,562.0,,546.0,Sutton,       106,96.2,2.8,0.0,0.0,0.9,0.0
Swampscott,2910000,"   1,208",16.8,"      2,134",3.7,2.7,12.1,78.1,0.2,0.0,3.1,Swampscott,     439,      32,     105,     127,     105,      70,31.2,68.8,Swampscott,     189,     439,      62,      49,      48,      19,      11,Swampscott,160.0,124.0,77.5,0.0,37.1,10.5,52.4,10.5,12.1,12.9,Swampscott,     128,606.0,,596.0,Swampscott,       163,95.7,3.7,0.0,0.0,0.6,0.0
Swansea,2920000,"   1,786",8.9,"      2,013",0.9,1.2,2.7,93.5,0.2,0.0,1.4,Swansea,     199,      49,      49,      58,      37,       6,49.2,50.8,Swansea,     109,     199,      47,      41,      15,       5,       1,Swansea,129.0,83.0,64.3,0.0,30.1,25.3,44.6,22.9,13.3,22.9,Swansea,     101,564.0,,547.0,Swansea,       133,94.7,4.5,0.0,0.0,0.8,0.0
TEC Connections Academy Commonwealth Virtual School District,39020000,     592,45.8,"      2,661",7.8,2.6,18.9,63.4,0.2,0.3,6.8,TEC Connections Academy Commonwealth Virtual School District,      73,       8,      19,      21,      16,       9,37.0,63.0,TEC Connections Academy Commonwealth Virtual School District,      45,      73,      27,      11,       5,       1,       1,TEC Connections Academy Commonwealth Virtual School District,287.0,115.0,40.1,0.0,39.1,39.1,21.7,38.3,7.8,7.8,TEC Connections Academy Commonwealth Virtual School District,      39,585.0,,555.0,TEC Connections Academy Commonwealth Virtual School District,       534,42.1,14.4,0.0,7.1,36.3,0.0
Tantasqua,7700000,"   1,186",14.8,"      1,776",1.2,1.1,6.5,87.3,0.1,0.1,3.8,Tantasqua,     327,      31,      89,      98,      72,      37,36.7,63.3,Tantasqua,     195,     327,     103,      58,      29,       4,       1,Tantasqua,291.0,183.0,62.9,0.0,35.0,20.2,44.8,19.7,12.6,19.7,Tantasqua,     142,575.0,,596.0,Tantasqua,       298,97.0,1.3,0.3,0.7,0.7,0.0
